ts_iso,dir,can_id,dlc,data_hex
2025-08-10T16:00:13.486,RX,0x064,6,01 77 71 80 08 3D,1,30577,128,8,61,,,,smc6
2025-08-10T16:00:13.588,RX,0x064,6,01 77 71 80 07 DC,1,30577,128,7,220,,,,smc6
2025-08-10T16:00:13.694,RX,0x064,6,01 77 71 80 08 43,1,30577,128,8,67,,,,smc6
2025-08-10T16:00:13.793,RX,0x064,6,01 77 71 80 08 24,1,30577,128,8,36,,,,smc6
2025-08-10T16:00:13.899,RX,0x064,6,01 77 71 80 08 12,1,30577,128,8,18,,,,smc6
2025-08-10T16:00:14.000,RX,0x064,6,01 77 71 80 08 3F,1,30577,128,8,63,,,,smc6
2025-08-10T16:00:14.103,RX,0x064,6,01 77 71 80 08 1A,1,30577,128,8,26,,,,smc6
2025-08-10T16:00:14.206,RX,0x064,6,01 77 71 80 08 26,1,30577,128,8,38,,,,smc6
2025-08-10T16:00:14.311,RX,0x064,6,01 77 71 80 07 DA,1,30577,128,7,218,,,,smc6
2025-08-10T16:00:14.414,RX,0x064,6,01 77 71 80 08 03,1,30577,128,8,3,,,,smc6
2025-08-10T16:00:14.517,RX,0x064,6,01 77 71 80 07 B5,1,30577,128,7,181,,,,smc6
2025-08-10T16:00:14.621,RX,0x064,6,01 77 71 80 08 09,1,30577,128,8,9,,,,smc6
2025-08-10T16:00:14.724,RX,0x064,6,01 77 71 80 07 C4,1,30577,128,7,196,,,,smc6
2025-08-10T16:00:14.825,RX,0x064,6,01 77 71 80 08 2C,1,30577,128,8,44,,,,smc6
2025-08-10T16:00:14.933,RX,0x064,6,01 77 71 80 08 09,1,30577,128,8,9,,,,smc6
2025-08-10T16:00:15.037,RX,0x064,6,01 77 71 80 07 E9,1,30577,128,7,233,,,,smc6
2025-08-10T16:00:15.137,RX,0x064,6,01 77 71 80 07 CE,1,30577,128,7,206,,,,smc6
2025-08-10T16:00:15.238,RX,0x064,6,01 77 71 80 07 B3,1,30577,128,7,179,,,,smc6
2025-08-10T16:00:15.346,RX,0x064,6,01 77 71 80 07 ED,1,30577,128,7,237,,,,smc6
2025-08-10T16:00:15.447,RX,0x064,6,01 77 71 80 08 02,1,30577,128,8,2,,,,smc6
2025-08-10T16:00:15.553,RX,0x064,6,01 77 71 80 08 16,1,30577,128,8,22,,,,smc6
2025-08-10T16:00:15.658,RX,0x064,6,01 77 71 80 07 DE,1,30577,128,7,222,,,,smc6
2025-08-10T16:00:15.763,RX,0x064,6,01 77 71 80 07 E5,1,30577,128,7,229,,,,smc6
2025-08-10T16:00:15.867,RX,0x064,6,01 77 71 80 08 09,1,30577,128,8,9,,,,smc6
2025-08-10T16:00:15.971,RX,0x064,6,01 77 71 80 07 D4,1,30577,128,7,212,,,,smc6
2025-08-10T16:00:16.069,RX,0x064,6,01 77 71 80 07 EE,1,30577,128,7,238,,,,smc6
2025-08-10T16:00:16.170,RX,0x064,6,01 77 71 80 08 29,1,30577,128,8,41,,,,smc6
2025-08-10T16:00:16.272,RX,0x064,6,01 77 71 80 07 CD,1,30577,128,7,205,,,,smc6
2025-08-10T16:00:16.381,RX,0x064,6,01 77 71 80 07 FD,1,30577,128,7,253,,,,smc6
2025-08-10T16:00:16.477,RX,0x064,6,01 77 71 80 07 D0,1,30577,128,7,208,,,,smc6
2025-08-10T16:00:16.574,RX,0x064,6,01 77 71 80 07 D8,1,30577,128,7,216,,,,smc6
2025-08-10T16:00:16.676,RX,0x064,6,01 77 71 80 08 3A,1,30577,128,8,58,,,,smc6
2025-08-10T16:00:16.775,RX,0x064,6,01 77 71 80 07 B8,1,30577,128,7,184,,,,smc6
2025-08-10T16:00:16.876,RX,0x064,6,01 77 71 80 08 40,1,30577,128,8,64,,,,smc6
2025-08-10T16:00:16.977,RX,0x064,6,01 77 71 80 08 2F,1,30577,128,8,47,,,,smc6
2025-08-10T16:00:17.081,RX,0x064,6,01 77 71 80 07 CC,1,30577,128,7,204,,,,smc6
2025-08-10T16:00:17.182,RX,0x064,6,01 77 71 80 07 CF,1,30577,128,7,207,,,,smc6
2025-08-10T16:00:17.283,RX,0x064,6,01 77 71 80 07 FC,1,30577,128,7,252,,,,smc6
2025-08-10T16:00:17.384,RX,0x064,6,01 77 71 80 08 3C,1,30577,128,8,60,,,,smc6
2025-08-10T16:00:17.485,RX,0x064,6,01 77 71 80 08 30,1,30577,128,8,48,,,,smc6
2025-08-10T16:00:17.586,RX,0x064,6,01 77 71 80 07 D4,1,30577,128,7,212,,,,smc6
2025-08-10T16:00:17.688,RX,0x064,6,01 77 71 80 08 08,1,30577,128,8,8,,,,smc6
2025-08-10T16:00:17.788,RX,0x064,6,01 77 71 80 08 0C,1,30577,128,8,12,,,,smc6
2025-08-10T16:00:17.889,RX,0x064,6,01 77 71 80 08 22,1,30577,128,8,34,,,,smc6
2025-08-10T16:00:17.989,RX,0x064,6,01 77 71 80 07 CC,1,30577,128,7,204,,,,smc6
2025-08-10T16:00:18.090,RX,0x064,6,01 77 71 80 07 A3,1,30577,128,7,163,,,,smc6
2025-08-10T16:00:18.192,RX,0x064,6,01 77 71 80 07 B7,1,30577,128,7,183,,,,smc6
2025-08-10T16:00:18.294,RX,0x064,6,01 77 71 80 08 06,1,30577,128,8,6,,,,smc6
2025-08-10T16:00:18.395,RX,0x064,6,01 77 71 80 08 0A,1,30577,128,8,10,,,,smc6
2025-08-10T16:00:18.496,RX,0x064,6,01 77 71 80 08 14,1,30577,128,8,20,,,,smc6
2025-08-10T16:00:18.596,RX,0x064,6,01 77 71 80 08 33,1,30577,128,8,51,,,,smc6
2025-08-10T16:00:18.697,RX,0x064,6,01 77 71 80 08 2F,1,30577,128,8,47,,,,smc6
2025-08-10T16:00:18.798,RX,0x064,6,01 77 71 80 08 00,1,30577,128,8,0,,,,smc6
2025-08-10T16:00:18.898,RX,0x064,6,01 77 71 80 07 A9,1,30577,128,7,169,,,,smc6
2025-08-10T16:00:18.999,RX,0x064,6,01 77 71 80 07 F9,1,30577,128,7,249,,,,smc6
