ts_ms,raw_hex,driver_id,pos_rad,vel_rad_s,tau_Nm,pos_raw_i16,vel_raw_s12,tau_raw_s12
1754831877908,01 7F 5F 80 08 2B,1,12.438963,-65.031754,-17.630679,32607,-2048,-2005
1754831877920,01 7F 5F 80 08 2B,1,12.438963,-65.031754,-17.630679,32607,-2048,-2005
1754831877932,01 7F 5F 80 07 C1,1,12.438963,-65.031754,17.454812,32607,-2048,1985
1754831877952,01 7F 5F 80 07 C1,1,12.438963,-65.031754,17.454812,32607,-2048,1985
1754831877964,01 7F 5F 80 07 C1,1,12.438963,-65.031754,17.454812,32607,-2048,1985
1754831877977,01 7F 5F 80 07 C1,1,12.438963,-65.031754,17.454812,32607,-2048,1985
1754831877990,01 7F 5F 80 07 C1,1,12.438963,-65.031754,17.454812,32607,-2048,1985
1754831878003,01 7F 5F 80 07 C1,1,12.438963,-65.031754,17.454812,32607,-2048,1985
1754831878015,01 7F 5F 80 07 C1,1,12.438963,-65.031754,17.454812,32607,-2048,1985
1754831878027,01 7F 5F 80 07 F3,1,12.438963,-65.031754,17.894480,32607,-2048,2035
1754831878040,01 7F 5F 80 07 F3,1,12.438963,-65.031754,17.894480,32607,-2048,2035
1754831878053,01 7F 5F 80 07 F3,1,12.438963,-65.031754,17.894480,32607,-2048,2035
1754831878066,01 7F 5F 80 07 F3,1,12.438963,-65.031754,17.894480,32607,-2048,2035
1754831878080,01 7F 5F 80 07 F3,1,12.438963,-65.031754,17.894480,32607,-2048,2035
1754831878092,01 7F 5F 80 07 F3,1,12.438963,-65.031754,17.894480,32607,-2048,2035
1754831878105,01 7F 5F 80 07 F3,1,12.438963,-65.031754,17.894480,32607,-2048,2035
1754831878117,01 7F 5F 80 07 F3,1,12.438963,-65.031754,17.894480,32607,-2048,2035
1754831878129,01 7F 5F 80 07 7D,1,12.438963,-65.031754,16.856864,32607,-2048,1917
1754831878141,01 7F 5F 80 07 7D,1,12.438963,-65.031754,16.856864,32607,-2048,1917
1754831878154,01 7F 5F 80 07 7D,1,12.438963,-65.031754,16.856864,32607,-2048,1917
1754831878166,01 7F 5F 80 07 7D,1,12.438963,-65.031754,16.856864,32607,-2048,1917
1754831878177,01 7F 5F 80 07 7D,1,12.438963,-65.031754,16.856864,32607,-2048,1917
1754831878191,01 7F 5F 80 07 7D,1,12.438963,-65.031754,16.856864,32607,-2048,1917
1754831878203,01 7F 5F 80 07 7D,1,12.438963,-65.031754,16.856864,32607,-2048,1917
1754831878215,01 7F 5F 80 07 7D,1,12.438963,-65.031754,16.856864,32607,-2048,1917
1754831878229,01 7F 5F 80 07 A3,1,12.438963,-65.031754,17.191011,32607,-2048,1955
1754831878241,01 7F 5F 80 07 A3,1,12.438963,-65.031754,17.191011,32607,-2048,1955
1754831878254,01 7F 5F 80 07 A3,1,12.438963,-65.031754,17.191011,32607,-2048,1955
1754831878266,01 7F 5F 80 07 A3,1,12.438963,-65.031754,17.191011,32607,-2048,1955
1754831878280,01 7F 5F 80 07 A3,1,12.438963,-65.031754,17.191011,32607,-2048,1955
1754831878291,01 7F 5F 80 07 A3,1,12.438963,-65.031754,17.191011,32607,-2048,1955
1754831878303,01 7F 5F 80 07 A3,1,12.438963,-65.031754,17.191011,32607,-2048,1955
1754831878317,01 7F 5F 80 07 A3,1,12.438963,-65.031754,17.191011,32607,-2048,1955
1754831878329,01 7F 5F 80 08 2D,1,12.438963,-65.031754,-17.613092,32607,-2048,-2003
1754831878342,01 7F 5F 80 08 2D,1,12.438963,-65.031754,-17.613092,32607,-2048,-2003
1754831878355,01 7F 5F 80 08 2D,1,12.438963,-65.031754,-17.613092,32607,-2048,-2003
1754831878367,01 7F 5F 80 08 2D,1,12.438963,-65.031754,-17.613092,32607,-2048,-2003
1754831878381,01 7F 5F 80 08 2D,1,12.438963,-65.031754,-17.613092,32607,-2048,-2003
1754831878392,01 7F 5F 80 08 2D,1,12.438963,-65.031754,-17.613092,32607,-2048,-2003
1754831878406,01 7F 5F 80 08 2D,1,12.438963,-65.031754,-17.613092,32607,-2048,-2003
1754831878417,01 7F 5F 80 08 2D,1,12.438963,-65.031754,-17.613092,32607,-2048,-2003
1754831878429,01 7F 5F 80 08 3A,1,12.438963,-65.031754,-17.498779,32607,-2048,-1990
1754831878441,01 7F 5F 80 08 3A,1,12.438963,-65.031754,-17.498779,32607,-2048,-1990
1754831878453,01 7F 5F 80 08 3A,1,12.438963,-65.031754,-17.498779,32607,-2048,-1990
1754831878466,01 7F 5F 80 08 3A,1,12.438963,-65.031754,-17.498779,32607,-2048,-1990
1754831878478,01 7F 5F 80 08 3A,1,12.438963,-65.031754,-17.498779,32607,-2048,-1990
1754831878491,01 7F 5F 80 08 3A,1,12.438963,-65.031754,-17.498779,32607,-2048,-1990
1754831878506,01 7F 5F 80 08 3A,1,12.438963,-65.031754,-17.498779,32607,-2048,-1990
1754831878517,01 7F 5F 80 08 3A,1,12.438963,-65.031754,-17.498779,32607,-2048,-1990
1754831878529,01 7F 5F 80 07 EC,1,12.438963,-65.031754,17.832926,32607,-2048,2028
1754831878540,01 7F 5F 80 07 EC,1,12.438963,-65.031754,17.832926,32607,-2048,2028
1754831878554,01 7F 5F 80 07 EC,1,12.438963,-65.031754,17.832926,32607,-2048,2028
1754831878566,01 7F 5F 80 07 EC,1,12.438963,-65.031754,17.832926,32607,-2048,2028
1754831878578,01 7F 5F 80 07 EC,1,12.438963,-65.031754,17.832926,32607,-2048,2028
1754831878589,01 7F 5F 80 07 EC,1,12.438963,-65.031754,17.832926,32607,-2048,2028
1754831878602,01 7F 5F 80 07 EC,1,12.438963,-65.031754,17.832926,32607,-2048,2028
1754831878616,01 7F 5F 80 07 EC,1,12.438963,-65.031754,17.832926,32607,-2048,2028
1754831878628,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831878640,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831878651,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831878664,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831878676,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831878688,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831878704,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831878715,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831878727,01 7F 5F 80 07 F8,1,12.438963,-65.031754,17.938447,32607,-2048,2040
1754831878738,01 7F 5F 80 07 F8,1,12.438963,-65.031754,17.938447,32607,-2048,2040
1754831878750,01 7F 5F 80 07 F8,1,12.438963,-65.031754,17.938447,32607,-2048,2040
1754831878762,01 7F 5F 80 07 F8,1,12.438963,-65.031754,17.938447,32607,-2048,2040
1754831878775,01 7F 5F 80 07 F8,1,12.438963,-65.031754,17.938447,32607,-2048,2040
1754831878786,01 7F 5F 80 07 F8,1,12.438963,-65.031754,17.938447,32607,-2048,2040
1754831878799,01 7F 5F 80 07 F8,1,12.438963,-65.031754,17.938447,32607,-2048,2040
1754831878814,01 7F 5F 80 07 F8,1,12.438963,-65.031754,17.938447,32607,-2048,2040
1754831878828,01 7F 5F 80 08 2B,1,12.438963,-65.031754,-17.630679,32607,-2048,-2005
1754831878841,01 7F 5F 80 08 2B,1,12.438963,-65.031754,-17.630679,32607,-2048,-2005
1754831878853,01 7F 5F 80 08 2B,1,12.438963,-65.031754,-17.630679,32607,-2048,-2005
1754831878865,01 7F 5F 80 08 2B,1,12.438963,-65.031754,-17.630679,32607,-2048,-2005
1754831878877,01 7F 5F 80 08 2B,1,12.438963,-65.031754,-17.630679,32607,-2048,-2005
1754831878891,01 7F 5F 80 08 2B,1,12.438963,-65.031754,-17.630679,32607,-2048,-2005
1754831878902,01 7F 5F 80 08 2B,1,12.438963,-65.031754,-17.630679,32607,-2048,-2005
1754831878915,01 7F 5F 80 08 2B,1,12.438963,-65.031754,-17.630679,32607,-2048,-2005
1754831878927,01 7F 5F 80 08 3B,1,12.438963,-65.031754,-17.489985,32607,-2048,-1989
1754831878941,01 7F 5F 80 08 3B,1,12.438963,-65.031754,-17.489985,32607,-2048,-1989
1754831878956,01 7F 5F 80 08 3B,1,12.438963,-65.031754,-17.489985,32607,-2048,-1989
1754831878971,01 7F 5F 80 08 3B,1,12.438963,-65.031754,-17.489985,32607,-2048,-1989
1754831878983,01 7F 5F 80 08 3B,1,12.438963,-65.031754,-17.489985,32607,-2048,-1989
1754831878994,01 7F 5F 80 08 3B,1,12.438963,-65.031754,-17.489985,32607,-2048,-1989
1754831879007,01 7F 5F 80 08 3B,1,12.438963,-65.031754,-17.489985,32607,-2048,-1989
1754831879019,01 7F 5F 80 08 3B,1,12.438963,-65.031754,-17.489985,32607,-2048,-1989
1754831879031,01 7F 5F 80 07 ED,1,12.438963,-65.031754,17.841720,32607,-2048,2029
1754831879044,01 7F 5F 80 07 ED,1,12.438963,-65.031754,17.841720,32607,-2048,2029
1754831879056,01 7F 5F 80 07 ED,1,12.438963,-65.031754,17.841720,32607,-2048,2029
1754831879070,01 7F 5F 80 07 ED,1,12.438963,-65.031754,17.841720,32607,-2048,2029
1754831879083,01 7F 5F 80 07 ED,1,12.438963,-65.031754,17.841720,32607,-2048,2029
1754831879096,01 7F 5F 80 07 ED,1,12.438963,-65.031754,17.841720,32607,-2048,2029
1754831879107,01 7F 5F 80 07 ED,1,12.438963,-65.031754,17.841720,32607,-2048,2029
1754831879119,01 7F 5F 80 07 ED,1,12.438963,-65.031754,17.841720,32607,-2048,2029
1754831879131,01 7F 5F 80 07 DD,1,12.438963,-65.031754,17.701026,32607,-2048,2013
1754831879143,01 7F 5F 80 07 DD,1,12.438963,-65.031754,17.701026,32607,-2048,2013
1754831879154,01 7F 5F 80 07 DD,1,12.438963,-65.031754,17.701026,32607,-2048,2013
1754831879166,01 7F 5F 80 07 DD,1,12.438963,-65.031754,17.701026,32607,-2048,2013
1754831879178,01 7F 5F 80 07 DD,1,12.438963,-65.031754,17.701026,32607,-2048,2013
1754831879196,01 7F 5F 80 07 DD,1,12.438963,-65.031754,17.701026,32607,-2048,2013
1754831879207,01 7F 5F 80 07 DD,1,12.438963,-65.031754,17.701026,32607,-2048,2013
1754831879220,01 7F 5F 80 07 DD,1,12.438963,-65.031754,17.701026,32607,-2048,2013
1754831879232,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831879247,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831879263,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831879277,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831879291,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831879303,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831879316,01 7F 5F 80 08 2F,1,12.438963,-65.031754,-17.595506,32607,-2048,-2001
1754831879328,01 7F 5F 80 07 F5,1,12.438963,-65.031754,17.912066,32607,-2048,2037
1754831879339,01 7F 5F 80 07 F5,1,12.438963,-65.031754,17.912066,32607,-2048,2037
1754831879351,01 7F 5F 80 07 F5,1,12.438963,-65.031754,17.912066,32607,-2048,2037
1754831879362,01 7F 5F 80 07 F5,1,12.438963,-65.031754,17.912066,32607,-2048,2037
1754831879376,01 7F 5F 80 07 F5,1,12.438963,-65.031754,17.912066,32607,-2048,2037
1754831879388,01 7F 5F 80 07 F5,1,12.438963,-65.031754,17.912066,32607,-2048,2037
1754831879400,01 7F 5F 80 07 F5,1,12.438963,-65.031754,17.912066,32607,-2048,2037
1754831879413,01 7F 5F 80 07 F5,1,12.438963,-65.031754,17.912066,32607,-2048,2037
1754831879424,01 7F 5F 80 08 12,1,12.438963,-65.031754,-17.850513,32607,-2048,-2030
1754831879438,01 7F 5F 80 08 12,1,12.438963,-65.031754,-17.850513,32607,-2048,-2030
1754831879458,01 7F 5F 80 08 12,1,12.438963,-65.031754,-17.850513,32607,-2048,-2030
1754831879470,01 7F 5F 80 08 12,1,12.438963,-65.031754,-17.850513,32607,-2048,-2030
1754831879483,01 7F 5F 80 08 12,1,12.438963,-65.031754,-17.850513,32607,-2048,-2030
1754831879495,01 7F 5F 80 08 12,1,12.438963,-65.031754,-17.850513,32607,-2048,-2030
1754831879508,01 7F 5F 80 08 12,1,12.438963,-65.031754,-17.850513,32607,-2048,-2030
1754831879521,01 7F 5F 80 08 12,1,12.438963,-65.031754,-17.850513,32607,-2048,-2030
1754831879534,01 7F 5F 80 08 5A,1,12.438963,-65.031754,-17.217391,32607,-2048,-1958
